,title_ramowka,redactor,datetime
3744,NIP: Nieco Inny Piątek,"Marcin Mann, Klaudiusz Slezak ",2022-09-16 06:00:00
3745,Dobrze nastrojone,Marcelina Słomian,2022-09-16 10:00:00
3746,W środku dnia,Jan Niebudek ,2022-09-16 11:00:00
3747,Klimaty na raty,Jan Janczy,2022-09-16 14:00:00
3748,Nowy Świat po południu,Michał Porycki ,2022-09-16 16:00:00
3749,RadioAktywni,Jacek Nizinkiewicz ,2022-09-16 19:00:00
3750,Biforek,Mikołaj Tyczyński,2022-09-16 21:00:00
3751,Sejsmograf,Kinga Krasuska,2022-09-16 22:00:00
3752,Koncertowe granie,,2022-09-17 00:00:00
3753,Muzyka do rana,,2022-09-17 02:00:00
3754,Sobotni brzask,Maciej Jankowski ,2022-09-17 07:00:00
3755,Koncert życzeń,"Joanna Kołaczkowska, Wojciech Malajkat ",2022-09-17 10:00:00
3756,Deliberatorium,Beata Grabarczyk ,2022-09-17 12:00:00
3757,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-09-17 13:00:00
3758,Sny kolorowe,Barbara Gregorczyk,2022-09-17 14:00:00
3759,Stulecie dziwów,Jerzy Sosnowski ,2022-09-17 15:00:00
3760,Miłomuzomania,Kinga Krasuska,2022-09-17 16:00:00
3761,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-09-17 18:00:00
3762,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-09-17 19:00:00
3763,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-09-17 20:00:00
3764,Domówka,Paweł Orlikowski,2022-09-17 22:00:00
3765,"Koncert ""Jazz po polsku""",,2022-09-18 00:00:00
3766,Muzyka do rana,,2022-09-18 01:00:00
3767,De Cuba Su Musica,Jose Torres,2022-09-18 08:00:00
3768,Soulówka,Mikołaj Tyczyński,2022-09-18 10:00:00
3769,Raczek movie,Tomasz Raczek ,2022-09-18 13:00:00
3770,Wesoła warszawska fala,Jan Emil Młynarski,2022-09-18 14:00:00
3771,Pora siesty,Marcin Kydryński,2022-09-18 15:00:00
3772,W głębi duszy,Eliza Michalik ,2022-09-18 17:00:00
3773,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-09-18 18:00:00
3774,Czytał Michał Nogaś,Michał Nogaś ,2022-09-18 19:00:00
3775,Z archiwum polskiej rozrywki,Michał Nogaś,2022-09-18 20:00:00
3776,Dobrze nastrojone po polsku,Marcelina Słomian,2022-09-18 22:00:00
3777,Osobiste wycieczki,Maciej Grzenkowicz,2022-09-18 23:00:00
3778,Muzyka do rana,,2022-09-19 00:00:00
3779,Nowy świt,Maciej Orłoś ,2022-09-19 06:00:00
3780,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-09-19 10:00:00
3781,W środku dnia,Jan Niebudek ,2022-09-19 11:00:00
3782,Dziękuję za wypowiedź,Adam Nowak,2022-09-19 14:00:00
3783,Nowy Świat po południu,Ksenia Maćczak ,2022-09-19 16:00:00
3784,Strumień zdumień,Jan Chojnacki ,2022-09-19 19:00:00
3785,Punkt widzenia,Jerzy Sosnowski ,2022-09-19 21:00:00
3786,Muzyka bardzo poważna,Krzysztof Grabowski,2022-09-19 22:00:00
3787,Muzyka do rana,,2022-09-20 00:00:00
3788,Nowy świt,Katarzyna Kasia ,2022-09-20 06:00:00
3789,Motyw przewodni,Mateusz Kuśmierek,2022-09-20 10:00:00
3790,W środku dnia,Mateusz Andruszkiewicz ,2022-09-20 11:00:00
3791,Personal bigos,Marcin Mann,2022-09-20 14:00:00
3792,Akademia rocka,Adam Stasiak,2022-09-20 15:00:00
3793,Nowy Świat po południu,Ksenia Maćczak ,2022-09-20 16:00:00
3794,Wagle,Fisz ,2022-09-20 19:00:00
3795,Punkt widzenia,Beata Grabarczyk ,2022-09-20 21:00:00
3796,Świat naszej muzyki,Bartek Winczewski,2022-09-20 22:00:00
3797,Muzyka do rana,,2022-09-21 00:00:00
3798,Nowy świt,Mateusz Andruszkiewicz ,2022-09-21 06:00:00
3799,Wszystko gra,Maciej Jankowski,2022-09-21 10:00:00
3800,W środku dnia,Jan Niebudek ,2022-09-21 11:00:00
3801,Dzieci bluesa,Jan Chojnacki,2022-09-21 14:00:00
3802,Nowy Świat po południu,Ksenia Maćczak ,2022-09-21 16:00:00
3803,Bon ton,Agnieszka Lipka-Barnett,2022-09-21 19:00:00
3804,Słowo daję,Jarosław Mikołajewski,2022-09-21 21:00:00
3805,Muzyka do czytania,Michał Nogaś,2022-09-21 22:00:00
3806,Muzyka do rana,,2022-09-22 00:00:00
3807,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-09-22 06:00:00
3808,Akademia rocka,Adam Stasiak,2022-09-22 10:00:00
3809,W środku dnia,Jan Niebudek ,2022-09-22 11:00:00
3810,Zamach na dziesiątą muzę,"Zbigniew Zamachowski, Wojciech Malajkat",2022-09-22 14:00:00
3811,Nowy Świat po południu,Ksenia Maćczak ,2022-09-22 16:00:00
3812,Napiór w eterze,Marek Napiórkowski,2022-09-22 19:00:00
3813,Punkt widzenia,Beata Grabarczyk ,2022-09-22 21:00:00
3814,Nocny świat,Mikołaj Kierski,2022-09-22 22:00:00
3815,Powidoki,Bruno Jasieński,2022-09-22 23:00:00
3816,Muzyka do rana,,2022-09-23 00:00:00
3817,NIP: Nieco Inny Piątek,"Marcin Mann, Jan Niebudek ",2022-09-23 06:00:00
3818,Dobrze nastrojone,Marcelina Słomian,2022-09-23 10:00:00
3819,W środku dnia,Agnieszka Lipka-Barnett ,2022-09-23 11:00:00
3820,Klimaty na raty,Jan Janczy,2022-09-23 14:00:00
3821,Nowy Świat po południu,Ksenia Maćczak ,2022-09-23 16:00:00
3822,RadioAktywni,Jacek Nizinkiewicz ,2022-09-23 19:00:00
3823,Biforek,Mikołaj Tyczyński,2022-09-23 21:00:00
3824,Sejsmograf,Kinga Krasuska,2022-09-23 22:00:00
3825,Koncertowe granie,,2022-09-24 00:00:00
3826,Muzyka do rana,,2022-09-24 02:00:00
3827,Sobotni brzask,Maciej Jankowski ,2022-09-24 07:00:00
3828,Koncert życzeń,"Piotr Bukartyk, Marek Napiórkowski ",2022-09-24 10:00:00
3829,Deliberatorium,Beata Grabarczyk ,2022-09-24 12:00:00
3830,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-09-24 13:00:00
3831,Sny kolorowe,Barbara Gregorczyk,2022-09-24 14:00:00
3832,Stulecie dziwów,Jerzy Sosnowski ,2022-09-24 15:00:00
3833,Miłomuzomania,Kinga Krasuska,2022-09-24 16:00:00
3834,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-09-24 18:00:00
3835,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-09-24 19:00:00
3836,TIP-TOP Lista Radia Nowy Świat,Mateusz Andruszkiewicz ,2022-09-24 20:00:00
3837,Domówka,Paweł Orlikowski,2022-09-24 22:00:00
3838,"Koncert ""Jazz po polsku""",,2022-09-25 00:00:00
3839,Muzyka do rana,,2022-09-25 01:00:00
3840,De Cuba Su Musica,Jose Torres,2022-09-25 08:00:00
3841,Soulówka,Mikołaj Tyczyński,2022-09-25 10:00:00
3842,Klimaty na raty,Jan Janczy,2022-09-25 11:00:00
3843,Raczek movie,Tomasz Raczek ,2022-09-25 13:00:00
3844,Wesoła warszawska fala,Jan Emil Młynarski,2022-09-25 14:00:00
3845,Pora siesty,Marcin Kydryński,2022-09-25 15:00:00
3846,W głębi duszy,Eliza Michalik ,2022-09-25 17:00:00
3847,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-09-25 18:00:00
3848,Czytał Michał Nogaś,Michał Nogaś ,2022-09-25 19:00:00
3849,Zamiennik,Artur Andrus,2022-09-25 20:00:00
3850,Dobrze nastrojone po polsku,Marcelina Słomian,2022-09-25 22:00:00
3851,Osobiste wycieczki,Maciej Grzenkowicz,2022-09-25 23:00:00
3852,Muzyka do rana,,2022-09-26 00:00:00
3853,Nowy świt,Maciej Orłoś ,2022-09-26 06:00:00
3854,Etykieta zastępcza,Mikołaj Kierski,2022-09-26 10:00:00
3855,W środku dnia,Jan Niebudek,2022-09-26 11:00:00
3856,Dziękuję za wypowiedź,Adam Nowak,2022-09-26 14:00:00
3857,Nowy Świat po południu,Ksenia Maćczak ,2022-09-26 16:00:00
3858,Strumień zdumień,Jan Chojnacki ,2022-09-26 19:00:00
3859,JerzoBrzmienia,Jerzy Sosnowski,2022-09-26 21:00:00
3860,Muzyka bardzo poważna,Krzysztof Grabowski,2022-09-26 22:00:00
3861,Muzyka do rana,,2022-09-27 00:00:00
3862,Nowy świt,Katarzyna Kasia ,2022-09-27 06:00:00
3863,Motyw przewodni,Mateusz Kuśmierek,2022-09-27 10:00:00
3864,W środku dnia,Mateusz Andruszkiewicz ,2022-09-27 11:00:00
3865,Personal bigos,Marcin Mann,2022-09-27 14:00:00
3866,Akademia rocka,Adam Stasiak,2022-09-27 15:00:00
3867,Nowy Świat po południu,Ksenia Maćczak ,2022-09-27 16:00:00
3868,Wagle,Fisz ,2022-09-27 19:00:00
3869,Punkt widzenia,Beata Grabarczyk ,2022-09-27 21:00:00
3870,Świat naszej muzyki,Bartek Winczewski,2022-09-27 22:00:00
3871,Muzyka do rana,,2022-09-28 00:00:00
3872,Nowy świt,Mateusz Andruszkiewicz ,2022-09-28 06:00:00
3873,Wszystko gra,Maciej Jankowski,2022-09-28 10:00:00
3874,W środku dnia,Jan Niebudek ,2022-09-28 11:00:00
3875,Dzieci bluesa,Jan Chojnacki ,2022-09-28 14:00:00
3876,Nowy Świat po południu,Ksenia Maćczak ,2022-09-28 16:00:00
3877,Bon ton,Agnieszka Lipka-Barnett,2022-09-28 19:00:00
3878,Słowo daję,Jarosław Mikołajewski ,2022-09-28 21:00:00
3879,Muzyka do czytania,Michał Nogaś,2022-09-28 22:00:00
3880,Muzyka do rana,,2022-09-29 00:00:00
3881,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-09-29 06:00:00
3882,Akademia rocka,Adam Stasiak,2022-09-29 10:00:00
3883,W środku dnia,Jan Niebudek ,2022-09-29 11:00:00
3884,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-09-29 14:00:00
3885,Nowy Świat po południu,Ksenia Maćczak ,2022-09-29 16:00:00
3886,Napiór w eterze,Marek Napiórkowski,2022-09-29 19:00:00
3887,Punkt widzenia,Beata Grabarczyk,2022-09-29 21:00:00
3888,Nocny świat,Mikołaj Kierski,2022-09-29 22:00:00
3889,Powidoki,Bruno Jasieński,2022-09-29 23:00:00
3890,Muzyka do rana,,2022-09-30 00:00:00
3891,NIP: Nieco Inny Piątek,"Marcin Mann, Michał Nogaś ",2022-09-30 06:00:00
3892,Dobrze nastrojone,Marcelina Słomian,2022-09-30 10:00:00
3893,W środku dnia,Jan Niebudek ,2022-09-30 11:00:00
3894,Klimaty na raty,Jan Janczy,2022-09-30 14:00:00
3895,Nowy Świat po południu,Ksenia Maćczak ,2022-09-30 16:00:00
3896,RadioAktywni,Jacek Nizinkiewicz,2022-09-30 19:00:00
3897,Koncert w Nowym Świecie,,2022-09-30 20:00:00
3898,Biforek,Mikołaj Tyczyński,2022-09-30 21:00:00
3899,Sejsmograf,Kinga Krasuska,2022-09-30 22:00:00
3900,Koncertowe granie,,2022-10-01 00:00:00
3901,Muzyka do rana,,2022-10-01 01:00:00
3902,Sobotni brzask,Maciej Jankowski ,2022-10-01 07:00:00
3903,Koncert życzeń,"Joanna Kołaczkowska, Marcelina Słomian ",2022-10-01 10:00:00
3904,Deliberatorium,Beata Grabarczyk ,2022-10-01 12:00:00
3905,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-10-01 13:00:00
3906,Sny kolorowe,Barbara Gregorczyk,2022-10-01 14:00:00
3907,Stulecie dziwów,Jerzy Sosnowski ,2022-10-01 15:00:00
3908,Miłomuzomania,Kinga Krasuska ,2022-10-01 16:00:00
3909,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-10-01 18:00:00
3910,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-10-01 19:00:00
3911,TIP-TOP Lista Radia Nowy Świat,Mateusz Andruszkiewicz ,2022-10-01 20:00:00
3912,Domówka,Paweł Orlikowski,2022-10-01 22:00:00
3913,"Koncert ""Jazz po polsku""",,2022-10-02 00:00:00
3914,Muzyka do rana,,2022-10-02 01:00:00
3915,De Cuba Su Musica,Jose Torres,2022-10-02 08:00:00
3916,Soulówka,Mikołaj Tyczyński,2022-10-02 10:00:00
3917,Klimaty na raty,Jan Janczy,2022-10-02 11:00:00
3918,Raczek movie,Tomasz Raczek ,2022-10-02 13:00:00
3919,Wesoła warszawska fala,Jan Emil Młynarski,2022-10-02 14:00:00
3920,Pora siesty,Marcin Kydryński,2022-10-02 15:00:00
3921,W głębi duszy,Eliza Michalik ,2022-10-02 17:00:00
3922,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-10-02 18:00:00
3923,Czytał Michał Nogaś,Michał Nogaś ,2022-10-02 19:00:00
3924,Zamiennik,Artur Andrus,2022-10-02 20:00:00
3925,Dobrze nastrojone po polsku,Marcelina Słomian,2022-10-02 22:00:00
3926,Muzyka do rana,,2022-10-03 00:00:00
3927,Nowy świt,Maciej Orłoś ,2022-10-03 06:00:00
3928,Etykieta zastępcza,Paweł Orlikowski,2022-10-03 10:00:00
3929,W środku dnia,Jan Niebudek ,2022-10-03 11:00:00
3930,Dziękuję za wypowiedź,Adam Nowak,2022-10-03 14:00:00
3931,Nowy Świat po południu,Ksenia Maćczak ,2022-10-03 16:00:00
3932,Strumień zdumień,Jan Chojnacki ,2022-10-03 19:00:00
3933,JerzoBrzmienia,Jerzy Sosnowski ,2022-10-03 21:00:00
3934,Muzyka bardzo poważna,Krzysztof Grabowski,2022-10-03 22:00:00
3935,Muzyka do rana,,2022-10-04 00:00:00
3936,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-10-04 06:00:00
3937,Motyw przewodni,Mateusz Kuśmierek,2022-10-04 10:00:00
3938,W środku dnia,Mateusz Andruszkiewicz ,2022-10-04 11:00:00
3939,Personal bigos,Marcin Mann,2022-10-04 14:00:00
3940,Akademia rocka,Adam Stasiak,2022-10-04 15:00:00
3941,Nowy Świat po południu,Michał Porycki ,2022-10-04 16:00:00
3942,Wagle,"Wojciech Waglewski, Fisz ",2022-10-04 19:00:00
3943,Punkt widzenia,Beata Grabarczyk ,2022-10-04 21:00:00
3944,Świat naszej muzyki,Bartek Winczewski,2022-10-04 22:00:00
3945,Muzyka do rana,,2022-10-05 00:00:00
3946,Nowy świt,Mateusz Andruszkiewicz ,2022-10-05 06:00:00
3947,Wszystko gra,Maciej Jankowski,2022-10-05 10:00:00
3948,W środku dnia,Jan Niebudek ,2022-10-05 11:00:00
3949,Dzieci bluesa,Jan Chojnacki,2022-10-05 14:00:00
3950,Nowy Świat po południu,Michał Porycki ,2022-10-05 16:00:00
3951,Bon ton,Agnieszka Lipka-Barnett,2022-10-05 19:00:00
3952,Słowo daję,Jarosław Mikołajewski ,2022-10-05 21:00:00
3953,Muzyka do czytania,Michał Nogaś,2022-10-05 22:00:00
3954,Muzyka do rana,,2022-10-06 00:00:00
3955,Nowy świt,Katarzyna Kasia ,2022-10-06 06:00:00
3956,Akademia rocka,Adam Stasiak,2022-10-06 10:00:00
3957,W środku dnia,Jan Niebudek ,2022-10-06 11:00:00
3958,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-10-06 14:00:00
3959,Nowy Świat po południu,Michał Porycki ,2022-10-06 16:00:00
3960,Napiór w eterze,Marek Napiórkowski,2022-10-06 19:00:00
3961,Punkt widzenia,Beata Grabarczyk,2022-10-06 21:00:00
3962,Nocny świat,Mikołaj Kierski,2022-10-06 22:00:00
3963,Powidoki,Bruno Jasieński,2022-10-06 23:00:00
3964,Muzyka do rana,,2022-10-07 00:00:00
3965,NIP: Nieco Inny Piątek,Marcin Mann ,2022-10-07 06:00:00
3966,Dobrze nastrojone,Marcelina Słomian,2022-10-07 10:00:00
3967,W środku dnia,Jan Niebudek ,2022-10-07 11:00:00
3968,Klimaty na raty,Jan Janczy,2022-10-07 14:00:00
3969,Nowy Świat po południu,Michał Porycki ,2022-10-07 16:00:00
3970,RadioAktywni,Jacek Nizinkiewicz ,2022-10-07 19:00:00
3971,Biforek,Mikołaj Tyczyński,2022-10-07 21:00:00
3972,Sejsmograf,Kinga Krasuska,2022-10-07 22:00:00
3973,Koncertowe granie,,2022-10-08 00:00:00
3974,Muzyka do rana,,2022-10-08 01:00:00
3975,Sobotni brzask,Maciej Jankowski ,2022-10-08 07:00:00
3976,Koncert życzeń,"Tomasz Raczek, Kacper Siedlecki ",2022-10-08 10:00:00
3977,Deliberatorium,Beata Grabarczyk ,2022-10-08 12:00:00
3978,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-10-08 13:00:00
3979,Sny kolorowe,Barbara Gregorczyk,2022-10-08 14:00:00
3980,Stulecie dziwów,Jerzy Sosnowski ,2022-10-08 15:00:00
3981,Miłomuzomania,Kinga Krasuska,2022-10-08 16:00:00
3982,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-10-08 18:00:00
3983,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-10-08 19:00:00
3984,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-10-08 20:00:00
3985,Domówka,Paweł Orlikowski,2022-10-08 22:00:00
3986,"Koncert ""Jazz po polsku""",,2022-10-09 00:00:00
3987,Muzyka do rana,,2022-10-09 01:00:00
3988,De Cuba Su Musica,Jose Torres,2022-10-09 08:00:00
3989,Soulówka,Mikołaj Tyczyński,2022-10-09 10:00:00
3990,Manniak po omacku,Wojciech Mann,2022-10-09 11:00:00
3991,Raczek movie,Tomasz Raczek ,2022-10-09 13:00:00
3992,Wesoła warszawska fala,Jan Emil Młynarski,2022-10-09 14:00:00
3993,Pora siesty,Marcin Kydryński,2022-10-09 15:00:00
3994,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-10-09 17:00:00
3995,Czytał Michał Nogaś,Michał Nogaś ,2022-10-09 19:00:00
3996,Z archiwum polskiej rozrywki,Michał Nogaś,2022-10-09 20:00:00
3997,Dobrze nastrojone po polsku,Marcelina Słomian,2022-10-09 22:00:00
3998,Muzyka do rana,,2022-10-10 00:00:00
3999,Nowy świt,Maciej Orłoś ,2022-10-10 06:00:00
4000,Muzoleum,Wojciech Mann,2022-10-10 10:00:00
4001,W środku dnia,Jan Niebudek ,2022-10-10 11:00:00
4002,Dziękuję za wypowiedź,Adam Nowak,2022-10-10 14:00:00
4003,Nowy Świat po południu,Ksenia Maćczak ,2022-10-10 16:00:00
4004,Strumień zdumień,Jan Chojnacki ,2022-10-10 19:00:00
4005,JerzoBrzmienia,Jerzy Sosnowski ,2022-10-10 21:00:00
4006,Muzyka bardzo poważna,Krzysztof Grabowski,2022-10-10 22:00:00
4007,Muzyka do rana,,2022-10-11 00:00:00
4008,Nowy świt,Katarzyna Kasia ,2022-10-11 06:00:00
4009,Motyw przewodni,Mateusz Kuśmierek,2022-10-11 10:00:00
4010,W środku dnia,Mateusz Andruszkiewicz ,2022-10-11 11:00:00
4011,Personal bigos,Marcin Mann,2022-10-11 14:00:00
4012,Akademia rocka,Adam Stasiak,2022-10-11 15:00:00
4013,Nowy Świat po południu,Michał Porycki ,2022-10-11 16:00:00
4014,Wagle,"Wojciech Waglewski, Fisz ",2022-10-11 19:00:00
4015,Punkt widzenia,Ksenia Maćczak ,2022-10-11 21:00:00
4016,Świat naszej muzyki,Bartek Winczewski,2022-10-11 22:00:00
4017,Muzyka do rana,,2022-10-12 00:00:00
4018,Nowy świt,Mateusz Andruszkiewicz ,2022-10-12 06:00:00
4019,Wszystko gra,Maciej Jankowski,2022-10-12 10:00:00
4020,W środku dnia,Jan Niebudek ,2022-10-12 11:00:00
4021,Dzieci bluesa,Jan Chojnacki,2022-10-12 14:00:00
4022,Nowy Świat po południu,Michał Porycki ,2022-10-12 16:00:00
4023,Bon ton,Agnieszka Lipka-Barnett,2022-10-12 19:00:00
4024,Słowo daję,Jarosław Mikołajewski ,2022-10-12 21:00:00
4025,Muzyka do czytania,Michał Nogaś,2022-10-12 22:00:00
4026,Muzyka do rana,,2022-10-13 00:00:00
4027,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-10-13 06:00:00
4028,Akademia rocka,Adam Stasiak,2022-10-13 10:00:00
4029,W środku dnia,Jan Niebudek ,2022-10-13 11:00:00
4030,MalajKino,Wojciech Malajkat,2022-10-13 14:00:00
4031,Nowy Świat po południu,Michał Porycki ,2022-10-13 16:00:00
4032,Napiór w eterze,Marek Napiórkowski,2022-10-13 19:00:00
4033,Punkt widzenia,Ksenia Maćczak ,2022-10-13 21:00:00
4034,Nocny świat,Mikołaj Kierski,2022-10-13 22:00:00
4035,Powidoki,Bruno Jasieński,2022-10-13 23:00:00
4036,Muzyka do rana,,2022-10-14 00:00:00
4037,Poranna Manna,Wojciech Mann ,2022-10-14 06:00:00
4038,Dobrze nastrojone,Marcelina Słomian,2022-10-14 10:00:00
4039,W środku dnia,Jan Niebudek ,2022-10-14 11:00:00
4040,Klimaty na raty,Jan Janczy,2022-10-14 14:00:00
4041,Nowy Świat po południu,Michał Porycki ,2022-10-14 16:00:00
4042,RadioAktywni,Jacek Nizinkiewicz ,2022-10-14 19:00:00
4043,Biforek,Mikołaj Tyczyński,2022-10-14 21:00:00
4044,Sejsmograf,Kinga Krasuska,2022-10-14 22:00:00
4045,Koncertowe granie,,2022-10-15 00:00:00
4046,Muzyka do rana,,2022-10-15 01:15:00
4047,Sobotni brzask,Maciej Jankowski ,2022-10-15 07:00:00
4048,Koncert życzeń,"Wojciech Malajkat, Wojciech Waglewski ",2022-10-15 10:00:00
4049,Deliberatorium,Klaudiusz Slezak ,2022-10-15 12:00:00
4050,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-10-15 13:00:00
4051,Sny kolorowe,Barbara Gregorczyk,2022-10-15 14:00:00
4052,Stulecie dziwów,Jerzy Sosnowski ,2022-10-15 15:00:00
4053,Miłomuzomania,Kinga Krasuska,2022-10-15 16:00:00
4054,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-10-15 18:00:00
4055,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-10-15 19:00:00
4056,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-10-15 20:00:00
4057,Domówka,Paweł Orlikowski,2022-10-15 22:00:00
4058,"Koncert ""Jazz po polsku""",,2022-10-16 00:00:00
4059,Muzyka do rana,,2022-10-16 01:00:00
4060,De Cuba Su Musica,Jose Torres,2022-10-16 08:00:00
4061,Soulówka,Mikołaj Tyczyński,2022-10-16 10:00:00
4062,Manniak po omacku,Wojciech Mann,2022-10-16 11:00:00
4063,Raczek movie,Tomasz Raczek ,2022-10-16 13:00:00
4064,Wesoła warszawska fala,Jan Emil Młynarski,2022-10-16 14:00:00
4065,Pora siesty,Marcin Kydryński,2022-10-16 15:00:00
4066,W głębi duszy,Eliza Michalik ,2022-10-16 17:00:00
4067,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-10-16 18:00:00
4068,Czytał Michał Nogaś,Michał Nogaś ,2022-10-16 19:00:00
4069,Zamiennik,Artur Andrus,2022-10-16 20:00:00
4070,Nocne miraże,Marcelina Słomian,2022-10-16 22:00:00
4071,Muzyka do rana,,2022-10-17 00:00:00
4072,Nowy świt,Maciej Orłoś ,2022-10-17 06:00:00
4073,Muzoleum,Wojciech Mann,2022-10-17 10:00:00
4074,W środku dnia,Jan Niebudek ,2022-10-17 11:00:00
4075,Dziękuję za wypowiedź,Adam Nowak,2022-10-17 14:00:00
4076,Nowy Świat po południu,Ksenia Maćczak ,2022-10-17 16:00:00
4077,Strumień zdumień,Jan Chojnacki ,2022-10-17 19:00:00
4078,JerzoBrzmienia,Jerzy Sosnowski ,2022-10-17 21:00:00
4079,Muzyka bardzo poważna,Krzysztof Grabowski,2022-10-17 22:00:00
4080,Muzyka do rana,,2022-10-18 00:00:00
4081,Nowy świt,Katarzyna Kasia ,2022-10-18 06:00:00
4082,Motyw przewodni,Mateusz Kuśmierek,2022-10-18 10:00:00
4083,W środku dnia,Mateusz Andruszkiewicz ,2022-10-18 11:00:00
4084,Personal bigos,Marcin Mann,2022-10-18 14:00:00
4085,Akademia rocka,Adam Stasiak,2022-10-18 15:00:00
4086,Nowy Świat po południu,Michał Porycki ,2022-10-18 16:00:00
4087,Wagle,Fisz ,2022-10-18 19:00:00
4088,Punkt widzenia,Beata Grabarczyk ,2022-10-18 21:00:00
4089,Świat naszej muzyki,Bartek Winczewski,2022-10-18 22:00:00
4090,Muzyka do rana,,2022-10-19 00:00:00
4091,Nowy świt,Mateusz Andruszkiewicz ,2022-10-19 06:00:00
4092,Wszystko gra,Maciej Jankowski,2022-10-19 10:00:00
4093,W środku dnia,Jan Niebudek ,2022-10-19 11:00:00
4094,Dzieci bluesa,Jan Chojnacki ,2022-10-19 14:00:00
4095,Nowy Świat po południu,Michał Porycki ,2022-10-19 16:00:00
4096,Bon ton,Agnieszka Lipka-Barnett,2022-10-19 19:00:00
4097,Słowo daję,Jarosław Mikołajewski,2022-10-19 21:00:00
4098,Muzyka do czytania,Michał Nogaś,2022-10-19 22:00:00
4099,Muzyka do rana,,2022-10-20 00:00:00
4100,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-10-20 06:00:00
4101,Akademia rocka,Adam Stasiak,2022-10-20 10:00:00
4102,W środku dnia,Jan Niebudek ,2022-10-20 11:00:00
4103,Zamach na dziesiątą muzę,"Zbigniew Zamachowski, Wojciech Malajkat",2022-10-20 14:00:00
4104,Nowy Świat po południu,Michał Porycki,2022-10-20 16:00:00
4105,Napiór w eterze,Marek Napiórkowski,2022-10-20 19:00:00
4106,Punkt widzenia,Beata Grabarczyk,2022-10-20 21:00:00
4107,Nocny świat,Mikołaj Kierski,2022-10-20 22:00:00
4108,Powidoki,Bruno Jasieński,2022-10-20 23:00:00
4109,Muzyka do rana,,2022-10-21 00:00:00
4110,Poranna Manna,Wojciech Mann ,2022-10-21 06:00:00
4111,Dobrze nastrojone,Marcelina Słomian,2022-10-21 10:00:00
4112,W środku dnia,Jan Niebudek ,2022-10-21 11:00:00
4113,Klimaty na raty,Jan Janczy,2022-10-21 14:00:00
4114,Nowy Świat po południu,Michał Porycki ,2022-10-21 16:00:00
4115,RadioAktywni,Jacek Nizinkiewicz ,2022-10-21 19:00:00
4116,Biforek,Mikołaj Tyczyński,2022-10-21 21:00:00
4117,Sejsmograf,Kinga Krasuska,2022-10-21 22:00:00
4118,Koncertowe granie,,2022-10-22 00:00:00
4119,Muzyka do rana,,2022-10-22 01:00:00
4120,Sobotni brzask,Maciej Jankowski ,2022-10-22 07:00:00
4121,Koncert życzeń,"Piotr Bukartyk, Jan Niebudek ",2022-10-22 10:00:00
4122,Deliberatorium,Beata Grabarczyk ,2022-10-22 12:00:00
4123,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-10-22 13:00:00
4124,Sny kolorowe,Barbara Gregorczyk,2022-10-22 14:00:00
